cartodb_id,gid_2,adm2_area,wdpa_area
13194,DZA.40.16_1,222195422.407098,0.0
13195,DZA.40.17_1,96818628.2428557,0.0
1154,ARG.19.9_1,3528421588.395,0.0
18283,IRQ.13.3_1,957641780.552417,0.0
10426,COL.14.67_1,147335872.956541,7049353.66674795
22666,MEX.14.92_1,313312395.638322,0.0
13196,DZA.40.18_1,146806453.888898,0.0
13197,DZA.40.19_1,181959928.926779,0.0
13198,DZA.40.20_1,277243572.101904,0.0
13180,DZA.40.2_1,160790461.507789,0.0
6214,BRA.18.62_1,907162309.169051,0.0
13201,DZA.40.23_1,219101810.910765,0.0
2164,BEN.5.3_1,1765623999.61419,0.0
13202,DZA.40.24_1,139196547.993204,0.0
6279,BRA.18.127_1,75092905.3264976,0.0
13203,DZA.40.25_1,161557898.919763,0.0
6274,BRA.18.122_1,137887007.548269,129393702.634856
20488,KAZ.7.1_1,8026054594.22901,0.0
3544,BRA.6.120_1,134114666.29199,106769871.051031
27962,PHL.25.24_1,5524653.42819059,0.0
6465,BRA.20.2_1,1272982463.32029,2190740.69764613
13204,DZA.40.26_1,123378502.860858,0.0
13183,DZA.40.5_1,134053451.323018,0.0
7225,BRA.24.61_1,53397292.8783069,0.0
17837,IND.33.5_1,1026370910.20914,119559077.739832
13185,DZA.40.7_1,169231882.607796,0.0
12052,DZA.4.10_1,10651335.5094299,0.0
5748,BRA.16.179_1,128528460.836541,0.0
12043,DZA.4.1_1,23312927.431768,0.0
6282,BRA.18.130_1,392424019.012491,0.0
16519,HRV.20.32_1,55363890.2660026,44709406.5178944
13214,DZA.41.10_1,47064435519.3807,0.0
7697,BRA.25.240_1,210968692.892268,27081.4139049725
12053,DZA.4.11_1,21669129.7322872,0.0
3545,BRA.6.121_1,285735246.016603,95064639.6660682
1215,ARG.24.6_1,1729817880.62941,0.0
12055,DZA.4.13_1,15202942.1494221,0.0
13206,DZA.41.2_1,64673403291.0001,0.0
1176,ARG.21.15_1,4418684170.97723,1190570186.0486
21606,LKA.2.13_1,86210536.7221634,717000.286838801
21843,LKA.21.1_1,572856958.177458,68274070.867283
14295,EST.13.12_1,36857318.3940141,8558233.95862995
6289,BRA.18.137_1,359431265.196668,0.0
23025,MEX.19.39_1,436120967.202965,96104273.7166591
12056,DZA.4.14_1,27829841.366576,0.0
13208,DZA.41.4_1,29290712583.2968,0.0
12057,DZA.4.15_1,42376047.1382177,0.0
15551,GTM.22.9_1,108364958.159088,20498295.8472847
3010,BRA.5.2_1,1699645753.07497,357153532.998033
21846,LKA.21.4_1,167505748.323044,91482814.1396509
3552,BRA.6.128_1,111878464.770167,56694009.2017637
1199,ARG.22.19_1,6956431121.21458,0.0
12058,DZA.4.16_1,33950036.806689,0.0
13209,DZA.41.5_1,51267725527.6297,0.0
23565,MEX.30.9_1,433129985.709902,0.0
1197,ARG.22.17_1,16679673613.7163,0.0
1951,AZE.6.1_1,461172625.353115,179658938.642866
23647,MEX.30.91_1,227956229.210289,0.0
12059,DZA.4.17_1,29339004.0274649,0.0
6290,BRA.18.138_1,1123741275.50449,0.0
13211,DZA.41.7_1,44337803720.9923,0.0
3554,BRA.6.130_1,445530796.182072,0.0
12060,DZA.4.18_1,18223557.1026069,0.0
3014,BRA.5.6_1,195692061.372685,0.0
13213,DZA.41.9_1,86582656646.7446,2084394616.47341
12062,DZA.4.20_1,41225165.4310181,0.0
12044,DZA.4.2_1,26665735.2543803,0.0
13224,DZA.42.10_1,277909860.807783,0.0
1208,ARG.23.1_1,12012221899.1186,1824332970.27341
13229,DZA.42.15_1,130652739.765125,0.0
1210,ARG.24.1_1,3796922216.83072,0.0
18288,IRQ.14.2_1,548616058.829394,0.0
13225,DZA.42.11_1,230623587.178999,0.0
3915,BRA.9.228_1,283066524.150612,0.0
13226,DZA.42.12_1,295542873.226036,0.0
7736,BRA.25.279_1,145137769.845297,0.0
13227,DZA.42.13_1,281151006.514127,0.0
2225,BFA.5.4_1,5314469759.31539,465710737.656679
3530,BRA.6.106_1,576085765.971481,0.0
13230,DZA.42.16_1,467258661.317533,0.0
13231,DZA.42.17_1,600052589.597655,0.0
3021,BRA.5.13_1,1860467017.75176,0.0
21848,LKA.21.6_1,465073766.388361,287205145.289618
2232,BFA.8.4_1,6973052637.93767,5601849406.03756
2233,BFA.8.5_1,14889209643.2647,4124390547.51925
2234,BFA.9.1_1,11592171790.573,575239517.900612
3015,BRA.5.7_1,736016281.312047,0.0
33805,RUS.18.46_1,22794774974.2556,0.0
13233,DZA.42.19_1,103343154.416171,0.0
1295,AUS.5.49_1,4835887077.35395,245996788.213965
1296,AUS.5.50_1,5486918361.78212,1216279762.99337
1297,AUS.5.51_1,2952461904.37601,661428678.162363
1298,AUS.5.52_1,967226523.368836,334284262.217702
1299,AUS.5.53_1,3220423563.65115,236966757.42789
1300,AUS.5.54_1,3375846032.57933,732468679.179645
21610,LKA.2.17_1,176036179.181977,32804965.3758104
3532,BRA.6.108_1,580050430.425698,43206623.0352242
13234,DZA.42.20_1,358500748.408292,0.0
12064,DZA.4.22_1,39622280.9186915,0.0
6291,BRA.18.139_1,502922668.063917,0.0
45252,VNM.58.1_1,416797864.124086,0.0
13216,DZA.42.2_1,142517451.578929,0.0
13237,DZA.42.23_1,150830409.832077,0.0
13235,DZA.42.21_1,967214560.007782,0.0
3555,BRA.6.131_1,118623913.642488,675593.670435048
21611,LKA.2.18_1,98650570.2051515,5890362.1558365
3492,BRA.6.68_1,615433558.799576,2801911.67637618
10478,COL.15.4_1,9594018688.4953,5446421199.07915
20759,KEN.27.6_1,207458787.031296,0.0
13236,DZA.42.22_1,885988193.287464,0.0
13238,DZA.42.24_1,244495240.809959,0.0
6480,BRA.20.17_1,303066613.241401,0.0
13239,DZA.42.25_1,549795241.319551,0.0
18029,IRN.9.2_1,7933956816.98409,364634008.115114
13241,DZA.42.27_1,200472711.709212,0.0
12065,DZA.4.23_1,13678847.4585454,0.0
4413,BRA.13.63_1,109094241.308458,0.0
13217,DZA.42.3_1,125180436.23495,0.0
15500,GTM.19.6_1,28551440.5639925,28551440.5639925
13218,DZA.42.4_1,285920166.477965,0.0
10170,COL.6.102_1,106076249.295669,4507369.35766241
12067,DZA.4.25_1,20464633.2617305,0.0
6058,BRA.17.88_1,722569283.791449,0.0
13221,DZA.42.7_1,222095042.451299,0.0
13274,DZA.43.32_1,1573854260.43118,0.0
10486,COL.17.1_1,523555101.410736,33414558.6751707
13222,DZA.42.8_1,170310819.071407,0.0
6482,BRA.20.19_1,122569650.504713,0.0
1358,AUS.5.112_1,36346557.2933645,1765887.35257808
1359,AUS.5.113_1,3051361858.38167,382526450.091219
1360,AUS.5.114_1,28255154.4512879,482.487788510227
1361,AUS.5.115_1,40484595.6508602,2659591.96481152
1362,AUS.5.116_1,147387511.172901,9840423.81529784
1363,AUS.5.117_1,4567113680.07905,2294998003.50732
1364,AUS.5.118_1,4895437529.62671,1667461937.57876
1392,AUS.5.146_1,22435336.0406269,45215.7409593694
1393,AUS.5.147_1,2688846926.75573,735107506.414461
1394,AUS.5.148_1,2556646643.8114,1609083967.53022
1395,AUS.5.149_1,684092871.119592,74420806.2361452
1396,AUS.5.150_1,12274308.327918,410736.300711069
13223,DZA.42.9_1,306091033.389589,0.0
13252,DZA.43.10_1,149596583.684665,0.0
1398,AUS.5.152_1,3998349408.91251,273805789.143567
1399,AUS.5.153_1,2693449181.23862,76632812.1409952
15552,GTM.22.10_1,496236986.336693,14122268.2286652
13243,DZA.43.1_1,150735948.251351,0.0
1425,AUS.7.9_1,73875383781.2383,5740081454.39828
13253,DZA.43.11_1,2292892470.67225,0.0
21613,LKA.2.20_1,227040431.553059,20692095.3132917
7499,BRA.25.42_1,86057455.1373299,0.0
13254,DZA.43.12_1,386767187.453489,0.0
15534,GTM.20.20_1,43060317.4593584,15607829.8877113
13256,DZA.43.14_1,187554149.948776,0.0
4048,BRA.10.119_1,354482491.145741,0.0
13257,DZA.43.15_1,133483991.645232,0.0
2260,BGD.2.3_1,1554547403.54729,0.0
13258,DZA.43.16_1,515252476.763687,0.0
13259,DZA.43.17_1,142974842.413714,0.0
13260,DZA.43.18_1,301788229.192602,0.0
1259,AUS.5.13_1,8560407252.25768,37711509.9655969
1254,AUS.5.8_1,3817987647.48459,165372374.895305
1255,AUS.5.9_1,6276430758.70781,2718337647.74973
4568,BRA.13.218_1,141490253.877758,10443853.1245151
13261,DZA.43.19_1,268803408.909407,0.0
10703,COL.24.8_1,85228181.8690276,0.0
5384,BRA.15.36_1,25550132.9634281,0.0
13262,DZA.43.20_1,214719772.330131,0.0
20500,KAZ.7.13_1,7679189576.10783,0.0
13244,DZA.43.2_1,1428209806.25199,0.0
7186,BRA.24.22_1,90019217.4546274,5488499.6323845
13263,DZA.43.21_1,108804601.006743,0.0
3493,BRA.6.69_1,60187016.7602688,54613606.3070403
13264,DZA.43.22_1,205822153.627459,0.0
1326,AUS.5.80_1,1167148377.21791,89173390.1523338
3618,BRA.8.9_1,227154294.002551,26514976.9004322
13265,DZA.43.23_1,651901531.25093,0.0
3561,BRA.6.137_1,192804392.327234,11541401.3918873
13269,DZA.43.27_1,877592445.39685,0.0
4052,BRA.10.123_1,1725537981.36267,1155220.78060956
13271,DZA.43.29_1,72211997.0224401,0.0
1382,AUS.5.136_1,7520777138.03311,944775213.011397
1383,AUS.5.137_1,6266805324.21926,1709770152.72369
1384,AUS.5.138_1,22334921096.9024,625590740.705895
1385,AUS.5.139_1,10763065895.6208,173470353.086804
1386,AUS.5.140_1,149406238.061175,64184931.1249018
4981,BRA.13.631_1,72112616.2004869,40393380.5836815
13273,DZA.43.31_1,424960452.742572,0.0
15523,GTM.20.9_1,20878984.7149012,0.0
2293,BGD.4.8_1,719639769.317522,0.0
21658,LKA.6.4_1,56862670.4176901,0.0
6292,BRA.18.140_1,532093323.022541,0.0
1409,AUS.6.10_1,268915082826.448,60910672206.0701
21660,LKA.6.6_1,29443840.6007709,0.0
13275,DZA.43.33_1,142853858.857608,0.0
13276,DZA.43.34_1,214896453.150311,0.0
13277,DZA.43.35_1,230595065.475866,0.0
13278,DZA.43.36_1,256975244.13509,0.0
1428,AUS.7.12_1,40167291836.0294,3171287582.11957
1431,AUS.7.15_1,4700041774.80761,2928367927.94015
4058,BRA.10.129_1,198538026.994323,99972736.1407751
1487,AUS.7.71_1,53949731574.7929,868405211.988632
4076,BRA.10.147_1,658091959.33461,0.0
20124,JPN.38.10_1,78129841.2263052,20402697.3279859
1467,AUS.7.51_1,70855020.6212286,69218501.3005989
20126,JPN.38.12_1,172076249.856824,22665375.3019632
20115,JPN.38.1_1,8236647.43870555,4753852.10277498
1488,AUS.7.72_1,391171940.723544,1756.23968776254
1482,AUS.7.66_1,482196398.548121,184426.383194709
20125,JPN.38.11_1,131204861.877737,66918625.0809359
6723,BRA.21.93_1,73438072.4155021,0.0
9876,COL.1.6_1,1999852434.16306,975428339.432407
13279,DZA.43.37_1,148685048.943229,0.0
13281,DZA.43.39_1,123163113.621012,0.0
5473,BRA.15.125_1,196160719.605079,0.0
1802,AUS.11.131_1,2040950500.13978,42962338.17187
1498,AUS.8.8_1,27522212.4016391,635495.559039086
13282,DZA.43.40_1,103568653.007227,0.0
22726,MEX.15.27_1,34948553.4956131,888290.571821069
20127,JPN.38.13_1,335439799.561637,73203188.6104916
3063,BRA.5.55_1,2382811105.47466,0.0
13246,DZA.43.4_1,224736455.548117,0.0
13283,DZA.43.41_1,295490603.361113,0.0
3565,BRA.6.141_1,592094479.401276,0.0
20129,JPN.38.15_1,260788868.695524,36799289.6253632
2497,BGR.21.5_1,35177408.8980752,9935268.41926229
20131,JPN.38.17_1,120446332.964637,20236914.2390514
3566,BRA.6.142_1,243374602.81521,0.0
1531,AUS.8.41_1,15103595.1612784,0.0
13247,DZA.43.5_1,169404875.560766,0.0
13284,DZA.43.42_1,1188835750.9983,0.0
1579,AUS.9.18_1,1094442925.3137,172552139.025029
1580,AUS.9.19_1,718844458.236132,182166532.245512
1581,AUS.9.20_1,599605369.761192,69071776.2359667
1582,AUS.9.21_1,1411741306.63661,82171222.6448822
1583,AUS.9.22_1,133879804.442003,133878918.436016
23648,MEX.30.92_1,109607439.506895,0.0
1526,AUS.8.36_1,33874893.4479424,0.0
3022,BRA.5.14_1,1902572661.83982,443991108.052591
23651,MEX.30.95_1,4012295518.14036,0.0
1585,AUS.9.24_1,5128937923.97258,753204867.066784
1586,AUS.9.25_1,582952725.626916,37699719.4147356
13248,DZA.43.6_1,114875242.353505,0.0
1569,AUS.9.8_1,4101109101.68115,3208585816.3741
1592,AUS.10.1_1,4786366939.75536,1758188567.42787
1593,AUS.10.2_1,4209325366.6465,418147574.097333
1594,AUS.10.3_1,738658638.565023,2055882.62989863
1595,AUS.10.4_1,62506991.632714,4544.23932346609
1596,AUS.10.5_1,864088133.871612,415723724.652956
1597,AUS.10.6_1,4028857918.87048,306478577.343915
1587,AUS.9.26_1,2611165084.73319,185778580.773114
1588,AUS.9.27_1,659391254.44418,172024829.478284
13249,DZA.43.7_1,2221639629.48714,0.0
1589,AUS.9.28_1,3526079839.51038,1633508825.30222
23654,MEX.30.98_1,147300421.379018,0.0
3023,BRA.5.15_1,1213872376.82474,0.0
1590,AUS.9.29_1,9572863461.12648,8158201439.52826
13250,DZA.43.8_1,163942405.501964,0.0
15638,GUY.5.11_1,20869992.5463471,0.0
13251,DZA.43.9_1,493183934.710252,0.0
1566,AUS.9.5_1,7970030599.68815,3071773187.60311
10363,COL.14.4_1,120384620.871194,728265.73769756
1571,AUS.9.10_1,3223294564.68756,621183760.118486
1572,AUS.9.11_1,1994541786.68202,838472964.413133
1573,AUS.9.12_1,652545319.62629,78366401.652497
1574,AUS.9.13_1,2586762396.77667,762982646.25891
1575,AUS.9.14_1,120942545.310893,41396870.0855331
1576,AUS.9.15_1,77771961.1410708,18214708.2004982
1577,AUS.9.16_1,5497790917.35675,4007179475.46734
20133,JPN.38.19_1,103169567.091313,22130847.6174921
6544,BRA.20.81_1,347554546.310042,0.0
12046,DZA.4.4_1,50625123.337619,0.0
13286,DZA.44.2_1,74008125782.2816,77202308.2843095
11007,CRI.7.11_1,154967783.06771,50468238.6847882
13296,DZA.45.10_1,10852881.3495976,0.0
4646,BRA.13.296_1,219450356.163237,0.0
13287,DZA.45.1_1,30901108.074182,0.0
5445,BRA.15.97_1,470398449.186264,0.0
1613,AUS.10.22_1,38668513.7779643,0.0
20116,JPN.38.2_1,67815556.973539,20743215.6037866
13297,DZA.45.11_1,15477171.8448886,0.0
3575,BRA.6.151_1,620787990.817177,0.0
13300,DZA.45.14_1,23815238.6241146,0.0
1660,AUS.10.69_1,281257828.448885,178393438.570013
13301,DZA.45.15_1,63003188.6032436,0.0
10496,COL.17.11_1,702751099.771066,94089402.2243254
1733,AUS.11.62_1,1518856407.58729,49374732.0705506
13303,DZA.45.17_1,60713063.8030085,0.0
1742,AUS.11.71_1,180177372024.41,11954459474.5243
1745,AUS.11.74_1,7027081258.95817,3680080988.98217
1661,AUS.10.70_1,3643857087.10737,640067459.673893
13305,DZA.45.19_1,131617461.327205,0.0
1666,AUS.10.75_1,489436810.114854,48228256.2031063
1667,AUS.10.76_1,432610696.578558,7803939.98123518
1668,AUS.10.77_1,541791770.763857,77697478.1634882
13307,DZA.45.21_1,30313480.9745763,0.0
13308,DZA.45.22_1,46866044.1235203,0.0
2150,BEN.3.5_1,192921264.723988,0.0
13309,DZA.45.23_1,37369014.5119075,0.0
20135,JPN.38.21_1,54779293.3923151,13801255.8019741
13310,DZA.45.24_1,56225373.2668776,0.0
1656,AUS.10.65_1,3302223204.23897,159517336.732707
1657,AUS.10.66_1,1551862848.81036,350483246.988019
1658,AUS.10.67_1,6116332834.47093,315177505.008452
1659,AUS.10.68_1,6673637685.5308,1436634107.48043
1676,AUS.11.5_1,10352222.1736641,0.0
6779,BRA.21.149_1,184601452.249353,7101913.07481525
4925,BRA.13.575_1,349757543.805388,0.0
13311,DZA.45.25_1,73101960.790603,0.0
23694,MEX.30.138_1,157276361.858706,0.0
13312,DZA.45.26_1,61816489.5096074,0.0
13289,DZA.45.3_1,34120966.2938391,0.0
6871,BRA.21.240_1,129687009.605828,701855.05157719
13290,DZA.45.4_1,101420990.103474,0.0
4595,BRA.13.245_1,118920321.499226,0.0
13293,DZA.45.7_1,28741463.3693176,0.0
3054,BRA.5.46_1,2640378788.12221,0.0
13294,DZA.45.8_1,121183281.319471,0.0
6625,BRA.20.162_1,214276029.769299,0.0
13295,DZA.45.9_1,75338479.9123185,0.0
4422,BRA.13.72_1,284507759.787933,0.0
12048,DZA.4.6_1,36768128.3984011,0.0
13318,DZA.46.6_1,64519468.3690924,0.0
20136,JPN.38.22_1,101270038.606602,22531366.4141655
1695,AUS.11.24_1,1220931384.21286,19311546.7509914
23696,MEX.30.140_1,1064665028.08188,583929884.800198
13322,DZA.46.10_1,275688953.781034,0.0
13313,DZA.46.1_1,141014810.299202,0.0
3576,BRA.6.152_1,226064854.024751,1394816.44380054
5897,BRA.16.328_1,350039899.906026,0.0
22483,MEX.12.68_1,654302353.029627,26788247.6949054
6576,BRA.20.113_1,506310506.226815,0.0
13323,DZA.46.11_1,431585673.776668,0.0
7942,BRA.25.484_1,149515878.548743,0.0
13324,DZA.46.12_1,121804567.742021,0.0
3747,BRA.9.60_1,207894199.102572,0.0
22486,MEX.12.71_1,388968273.690095,0.0
1932,AZE.3.2_1,2068067751.70985,555319553.795953
13325,DZA.46.13_1,62529411.1730702,0.0
22517,MEX.13.27_1,253655725.644599,0.0
2166,BEN.5.5_1,2673944436.7479,9085750.2214789
13327,DZA.46.15_1,92172030.7221999,0.0
15513,GTM.19.19_1,125293428.342588,125253248.64791
13328,DZA.46.16_1,164653445.34228,0.0
13329,DZA.46.17_1,153033965.017478,14672402.8347926
13331,DZA.46.19_1,52570496.0573956,0.0
13332,DZA.46.20_1,55655045.2660913,0.0
1714,AUS.11.43_1,2542432818.24791,111495110.620323
3601,BRA.6.177_1,424328473.340105,24840861.6381449
13314,DZA.46.2_1,116445895.791101,0.0
13333,DZA.46.21_1,288261314.663761,18617423.8514782
13334,DZA.46.22_1,223301705.853881,0.0
16207,HRV.10.10_1,29014381.8018791,25744988.7761258
13315,DZA.46.3_1,78938687.9585036,0.0
2493,BGR.21.1_1,83355300.8890774,59888520.7968928
13316,DZA.46.4_1,64180145.7408241,0.0
13319,DZA.46.7_1,97970908.6184703,0.0
13317,DZA.46.5_1,206239735.749788,0.0
3602,BRA.6.178_1,265445782.4998,0.0
13320,DZA.46.8_1,187466920.709847,0.0
1810,AUS.11.139_1,30404586320.3872,4717525109.53497
13321,DZA.46.9_1,70263609.3803705,0.0
2409,BGR.11.7_1,138128223.35884,77892468.7165833
12049,DZA.4.7_1,39136327.787413,0.0
3283,BRA.5.275_1,760787243.146951,145611.883630764
13344,DZA.47.10_1,36653445.1590771,0.0
20493,KAZ.7.6_1,4132947971.86384,0.0
13335,DZA.47.1_1,17119315.8876384,1332015.81017545
1762,AUS.11.91_1,3835964881.42158,47590148.8434128
13345,DZA.47.11_1,38932525.356527,9381527.02449385
13450,DZA.48.49_1,81546237.413661,0.0
23769,MEX.31.10_1,432859773.639617,0.0
1922,AZE.2.11_1,56068271.5873731,0.0
13346,DZA.47.12_1,23307879.8672113,11631653.1959087
3606,BRA.6.182_1,179382724.901806,0.0
13347,DZA.47.13_1,24694146.379369,0.0
16209,HRV.10.12_1,46703182.0081227,21945534.5613674
13348,DZA.47.14_1,13683735.1732232,0.0
3279,BRA.5.271_1,274537803.800746,1396383.01947998
13350,DZA.47.16_1,63456622.9552449,0.0
13351,DZA.47.17_1,37557228.9839329,16503450.7156897
13352,DZA.47.18_1,44692874.1144685,0.0
6118,BRA.17.148_1,383810885.488991,3842725.40393199
13688,EGY.1.11_1,226856325.410387,0.0
13353,DZA.47.19_1,25237118.9069857,7462115.81412002
13356,DZA.47.22_1,35991917.9174758,0.0
13354,DZA.47.20_1,77098214.7930296,0.0
10498,COL.17.13_1,174470725.606145,2251577.58235862
13336,DZA.47.2_1,41202626.399813,9404502.01974615
1791,AUS.11.120_1,1652431213.21494,36251548.0447458
13355,DZA.47.21_1,126989353.469718,0.0
19826,JPN.29.15_1,442889037.392767,177515420.606096
19827,JPN.29.16_1,860104312.126823,92443967.4335217
19829,JPN.29.18_1,158364741.776568,13578756.3789492
24266,MNG.12.5_1,6292275898.75514,0.0
19831,JPN.29.20_1,422089249.496431,165401112.417405
19813,JPN.29.2_1,185387178.430619,54497058.2065389
19833,JPN.29.22_1,299085475.723609,110179015.771564
26337,NLD.8.18_1,29550439.6686032,0.0
13358,DZA.47.24_1,20842065.0528734,0.0
23860,MEX.31.101_1,340555624.414864,0.0
1801,AUS.11.130_1,3317086754.65047,280503098.146934
13360,DZA.47.26_1,20498288.3847396,0.0
13361,DZA.47.27_1,51563659.8203765,8594196.23380418
4438,BRA.13.88_1,299733939.852131,0.0
13364,DZA.47.30_1,69737810.061682,0.0
13337,DZA.47.3_1,65494324.4639658,0.0
6872,BRA.21.241_1,81504829.8779582,0.0
13365,DZA.47.31_1,33724498.1089594,0.0
6263,BRA.18.111_1,396278688.58035,0.0
20499,KAZ.7.12_1,12533927141.2487,0.0
6879,BRA.21.248_1,87710682.844061,0.0
13366,DZA.47.32_1,81201199.4492286,0.0
13367,DZA.47.33_1,69129083.787488,0.0
13368,DZA.47.34_1,38269267.1108977,0.0
20496,KAZ.7.9_1,11082432012.4385,348995.727023753
13370,DZA.47.36_1,74700084.3433654,0.0
20490,KAZ.7.3_1,7872780873.60833,3012785.82408559
4006,BRA.10.77_1,438199052.09419,0.0
13372,DZA.47.38_1,46958261.767409,0.0
6269,BRA.18.117_1,1198638018.38793,0.0
13373,DZA.47.39_1,66978341.4302546,0.0
6881,BRA.21.250_1,110595759.439099,0.0
13338,DZA.47.4_1,38566069.2567928,0.0
13376,DZA.47.42_1,24496375.1089285,0.0
20511,KAZ.8.11_1,5558666721.80151,11857364.2712198
10482,COL.16.1_1,11540354145.9686,4272100988.50624
13377,DZA.47.43_1,21493239.8517594,0.0
13379,DZA.47.45_1,35441230.0916108,0.0
2245,BFA.12.2_1,7029060060.63537,2202120469.95498
2246,BFA.12.3_1,12669950160.6652,6244711053.79786
2247,BFA.12.4_1,6553749866.6731,0.0
6870,BRA.21.239_1,424092069.501181,8453527.33094604
13380,DZA.47.46_1,45887798.1224757,0.0
16212,HRV.10.15_1,37031675.8391051,17270860.9092021
13381,DZA.47.47_1,57185653.5150748,0.0
13382,DZA.47.48_1,17373545.4034721,0.0
13383,DZA.47.49_1,64096985.2473133,0.0
1938,AZE.4.4_1,58211484.9936798,0.0
20512,KAZ.8.12_1,7551924224.39157,1226992.04235066
10497,COL.17.12_1,448870144.04283,0.0
13339,DZA.47.5_1,56832526.0796622,0.0
13385,DZA.47.51_1,17214376.5268756,446947.561719455
13387,DZA.47.53_1,40186779.7885138,0.0
3675,BRA.8.66_1,433922903.621579,0.0
13390,DZA.47.56_1,20609097.968321,0.0
4378,BRA.13.28_1,146824400.823154,0.0
13391,DZA.47.57_1,62468430.8416577,0.0
7136,BRA.22.38_1,608277815.935557,0.0
13392,DZA.47.58_1,38410652.0034987,0.0
20516,KAZ.9.4_1,35112640834.1594,239537916.214524
20505,KAZ.8.5_1,10060447440.8402,0.0
1944,AZE.4.10_1,1815981049.35133,30262305.1115536
13393,DZA.47.59_1,65727818.5051442,0.0
4488,BRA.13.138_1,624459340.585521,0.0
13394,DZA.47.60_1,32700778.9632263,0.0
20521,KAZ.9.9_1,62829227083.8609,909314682.020285
13340,DZA.47.6_1,85493009.532775,0.0
13395,DZA.47.61_1,41507919.7323403,0.0
1958,AZE.7.1_1,1115956666.27294,418960629.164199
13396,DZA.47.62_1,31165665.1395552,0.0
21313,KOR.16.7_1,45886164.7263744,232130.684661649
13399,DZA.47.65_1,81029469.180519,0.0
4373,BRA.13.23_1,153118395.964227,4519794.63944222
13401,DZA.47.67_1,89220672.4775192,0.0
1973,AZE.9.4_1,1421925373.6955,127040158.386569
13343,DZA.47.9_1,26184587.7858346,0.0
12050,DZA.4.8_1,27054407.6753081,0.0
13402,DZA.48.1_1,77675219.8970231,0.0
20518,KAZ.9.6_1,11084899681.7494,0.0
13413,DZA.48.12_1,343163844.94029,12141.7591427809
6275,BRA.18.123_1,778165622.981808,0.0
13414,DZA.48.13_1,73660937.8637459,0.0
1997,BDI.2.6_1,2750895.10444271,0.0
13415,DZA.48.14_1,86686171.9475295,0.0
13417,DZA.48.16_1,226565031.361813,0.0
13416,DZA.48.15_1,169354386.486223,0.0
6276,BRA.18.124_1,529179858.211895,0.0
3024,BRA.5.16_1,1645699271.44108,0.0
13420,DZA.48.19_1,128377439.941605,0.0
13418,DZA.48.17_1,307506955.929759,0.0
7500,BRA.25.43_1,133193166.349038,0.0
13419,DZA.48.18_1,87380975.6330403,0.0
6277,BRA.18.125_1,226106832.427128,0.0
13421,DZA.48.20_1,734045134.331463,0.0
7581,BRA.25.124_1,192894633.081641,0.0
13403,DZA.48.2_1,128047519.903845,0.0
3026,BRA.5.18_1,384736358.948796,0.0
1868,AUT.4.14_1,27658531.2716009,1017464.93810654
13422,DZA.48.21_1,49037157.6606354,0.0
13423,DZA.48.22_1,58968600.8766217,0.0
2205,BEN.12.8_1,527027618.785199,921119.118821341
13424,DZA.48.23_1,112070578.87264,0.0
3027,BRA.5.19_1,294141919.145331,0.0
3028,BRA.5.20_1,318125355.027768,0.0
2210,BFA.1.4_1,6904432464.08902,696027151.464527
18032,IRN.9.5_1,6538588335.88078,555743392.86578
13425,DZA.48.24_1,747335564.537652,0.0
2211,BFA.1.5_1,3735403707.41353,186190742.52809
13426,DZA.48.25_1,111153105.621681,0.0
2212,BFA.1.6_1,6044941753.58559,6846266.81101901
2213,BFA.2.1_1,15524879745.5734,3472733807.28691
2214,BFA.2.2_1,3124400655.64986,0.0
2218,BFA.3.3_1,2805837175.14058,1744262.23079005
2219,BFA.4.1_1,4026075376.5904,64675195.1738041
2220,BFA.4.2_1,6408774538.40896,57562496.5402507
2221,BFA.4.3_1,9309080408.44255,211303081.282117
2222,BFA.5.1_1,4293966431.93332,0.0
18273,IRQ.11.2_1,2134197756.80036,1457475956.1916
13427,DZA.48.26_1,803866189.876753,0.0
13428,DZA.48.27_1,74278611.8917329,0.0
2489,BGR.20.7_1,90036323.4826244,328527.263673844
13404,DZA.48.3_1,96137852.3215429,0.0
1913,AZE.2.2_1,1734953004.03883,124260361.403779
8325,BRN.2.4_1,19249908.1834458,331212.5902254
13429,DZA.48.28_1,27686365.3390572,0.0
2227,BFA.6.2_1,3913458512.54114,674961283.494702
2228,BFA.6.3_1,3680983262.90343,510790022.067538
2229,BFA.8.1_1,8560922107.69992,0.0
13430,DZA.48.29_1,160292007.477879,0.0
13432,DZA.48.31_1,64477200.7660552,0.0
3285,BRA.5.277_1,181536977.449181,241009.238670594
10805,COL.27.81_1,166364108.995965,0.0
13433,DZA.48.32_1,242005813.331299,40360.994868433
13434,DZA.48.33_1,25308376.6951532,0.0
3029,BRA.5.21_1,574325174.358148,0.0
13435,DZA.48.34_1,67771691.1420948,105151.37013565
13436,DZA.48.35_1,91142565.5609508,18356.8334713046
7470,BRA.25.13_1,319068733.566685,0.0
13437,DZA.48.36_1,85522963.2153937,0.0
1912,AZE.2.1_1,33470280.1474528,0.0
13439,DZA.48.38_1,89704165.3663054,0.0
1919,AZE.2.8_1,1959288448.37045,0.0
13441,DZA.48.40_1,133810412.218007,0.0
16160,HRV.8.7_1,28045737.6449022,0.0
13442,DZA.48.41_1,169125318.347149,0.0
4633,BRA.13.283_1,243376432.040031,241166284.002476
13443,DZA.48.42_1,80110754.9479678,0.0
